LOCATIONID,STREET,LAT,LON,POLICE_DISTRICT,DISTRICT
2821,COLUMBUS AVE,42.32,-71.1,E13,Jamaica Plain
2822,COLUMBIA RD,42.33,-71.05,C6,South Boston
2823,LAGRANGE ST,42.27,-71.14,E5,West Roxbury
2824,PARKER HILL AVE,42.33,-71.1,B2,Roxbury
2825,VERMONT ST,42.29,-71.16,E5,West Roxbury
2826,FAWNDALE RD,42.29,-71.12,E5,West Roxbury
2827,WINTHROP ST,42.32,-71.08,B2,Roxbury
2828,SILVA PL,42.32,-71.08,B2,Roxbury
2829,BOWDOIN ST,42.31,-71.06,C11,Dorchester
2830,HEATH ST,42.33,-71.1,E13,Jamaica Plain
2831,COMMONWEALTH AVE,42.34,-71.15,D14,Brighton
2832,SALEM ST,42.37,-71.05,A1,Downtown?
2833,CASTLE CT,42.34,-71.07,D4,South End
2834,CONGREVE ST,42.29,-71.14,E5,West Roxbury
2835,TREMONT ST,42.34,-71.08,D4,South End
2836,W CANTON ST,42.35,-71.08,D4,South End
2837,BEECH ST,42.27,-71.13,E18,Hyde Park
2838,G ST,42.33,-71.04,C6,South Boston
2839,ELM ST,42.31,-71.11,E13,Jamaica Plain
2840,UPTON ST,,,,
2841,WARREN ST,42.31,-71.08,B2,Roxbury
2842,NASSAU ST,42.35,-71.06,A1,Downtown?
2843,POWELLTON RD,42.3,-71.08,B3,Mattapan
2844,GLENELLEN RD,42.27,-71.16,E5,West Roxbury
2845,BRAGDON ST,42.32,-71.1,E13,Jamaica Plain
2846,ALFORD ST,42.38,-71.07,A15,Charlestown
2847,BRANCHFIELD ST,42.27,-71.06,C11,Dorchester
2848,LITHGOW ST,42.29,-71.07,C11,Dorchester
2849,BUNKER HILL ST,42.38,-71.06,A15,Charlestown
2850,BLUE HILL AVE,42.31,-71.08,B2,Roxbury
2851,IPSWICH ST,42.35,-71.09,D4,South End
2852,E ST,42.34,-71.05,C6,South Boston
2853,HARVARD ST,42.3,-71.08,B3,Mattapan
2854,W SEVENTH ST,42.34,-71.05,C6,South Boston
2855,FENWAY,42.34,-71.1,B2,Roxbury
2856,CANTERBURY ST,,,E18,Hyde Park
2857,UNION ST,42.36,-71.06,A1,Downtown?
2858,NEWMARKET SQ,42.33,-71.07,C6,South Boston
2859,WILLIS ST,42.32,-71.06,C11,Dorchester
2860,,42.27,-71.1,,
2861,MCLELLAN ST,42.3,-71.08,B3,Mattapan
2862,FRIEND ST,42.36,-71.06,A1,Downtown?
2863,WILLIAM T MORRISSEY BLVD,42.3,-71.05,C11,Dorchester
2864,CENTRAL SQ,42.38,-71.04,A7,East Boston
2865,CALUMET ST,42.33,-71.1,B2,Roxbury
2866,BEACON ST,42.35,-71.1,D4,South End
2867,MAVERICK ST,42.37,-71.04,A7,East Boston
2868,BOWDOIN ST,42.3,-71.07,C11,Dorchester
2869,WASHINGTON ST,42.33,-71.08,B2,Roxbury
2870,HANCOCK ST,42.31,-71.07,C11,Dorchester
2871,BIRD ST,42.31,-71.07,B2,Roxbury
2872,BEACON ST,42.35,-71.1,D4,South End
2873,MAGNOLIA SQ,42.32,-71.07,B2,Roxbury
2874,WATERLOW ST,42.3,-71.08,B3,Mattapan
2875,,42.33,-71.08,D4,South End
2876,COURTLAND RD,42.29,-71.1,B3,Mattapan
2877,SHAWMUT AVE,42.34,-71.08,D4,South End
2878,LINCOLN ST,42.26,-71.12,E18,Hyde Park
2879,HOSMER ST,42.28,-71.09,B3,Mattapan
2880,BELDEN ST,42.32,-71.07,B2,Roxbury
2881,ROWES WHRF,,,A1,Downtown?
2882,RONALD ST,42.3,-71.08,C11,Dorchester
2883,WASHINGTON ST,42.32,-71.09,B2,Roxbury
2884,NONANTUM ST,42.35,-71.17,D14,Brighton
2885,TOLMAN ST,,,C11,Dorchester
2886,LAGRANGE ST,,,E5,West Roxbury
2887,BROOKS ST,42.38,-71.04,A7,East Boston
2888,LAWRENCE AVE,42.31,-71.08,B2,Roxbury
2889,TREMONT ST,42.34,-71.08,D4,South End
2890,WARREN ST,42.32,-71.08,B2,Roxbury
2891,MORTON ST,42.28,-71.09,B3,Mattapan
2892,GORDON ST,,,D14,Brighton
2893,TREMONT ST,42.34,-71.08,D4,South End
2894,FOTTLER RD,42.28,-71.1,B3,Mattapan
2895,GREEN ST,42.31,-71.11,E13,Jamaica Plain
2896,HARRISON AVE,42.34,-71.07,D4,South End
2897,ARMINGTON ST,42.35,-71.14,D14,Brighton
2898,MILTON TER,42.25,-71.11,E18,Hyde Park
2899,GREENMOUNT ST,42.31,-71.06,C11,Dorchester
2900,DACIA ST,,,B2,Roxbury
2901,FRANCIS ST,42.34,-71.11,B2,Roxbury
2902,HORAN WAY,42.33,-71.1,E13,Jamaica Plain
2903,E BROADWAY,42.34,-71.04,C6,South Boston
2904,SOUTHAMPTON ST,42.33,-71.06,C6,South Boston
2905,UNION ST,42.36,-71.06,A1,Downtown?
2906,BROAD ST,42.36,-71.05,A1,Downtown?
2907,DITMUS CT,42.34,-71.08,D4,South End
2908,MORELAND ST,42.32,-71.08,B2,Roxbury
2909,,42.32,-71.09,,
2910,MASSACHUSETTS AVE,42.32,-71.06,B2,Roxbury
2911,FOX ST,42.31,-71.06,C11,Dorchester
2912,MOUNTFORT ST,42.35,-71.11,D4,South End
2913,TALBOT AVE,42.29,-71.09,B3,Mattapan
2914,ADAMS ST,42.31,-71.06,C11,Dorchester
2915,CAMBRIDGE ST,42.35,-71.14,D14,Brighton
2916,E COTTAGE ST,42.32,-71.06,C11,Dorchester
2917,ALLEGHANY ST,42.33,-71.1,B2,Roxbury
2918,ALBANY ST,42.34,-71.07,D4,South End
2919,BLUE HILL AVE,42.3,-71.09,B3,Mattapan
2920,E BERKELEY ST,42.34,-71.07,D4,South End
2921,BEACH ST,42.35,-71.06,A1,Downtown?
2922,CHAUNCY ST,42.35,-71.06,A1,Downtown?
2923,TUFTS ST,42.38,-71.06,A15,Charlestown
2924,WASHINGTON ST,42.35,-71.15,D14,Brighton
2925,BELLVISTA RD,42.35,-71.14,D14,Brighton
2926,ENFIELD ST,42.32,-71.11,E13,Jamaica Plain
2927,RIVERDALE ST,42.36,-71.13,D14,Brighton
2928,SALMAN ST,42.26,-71.17,E5,West Roxbury
2929,BERKELEY ST,42.35,-71.07,D4,South End
2930,DARTMOUTH ST,42.35,-71.08,D4,South End
2931,TALBOT AVE,42.29,-71.08,B3,Mattapan
2932,WARREN ST,42.37,-71.06,A15,Charlestown
2933,TONAWANDA ST,42.3,-71.07,C11,Dorchester
2934,RADFORD LN,42.28,-71.06,C11,Dorchester
2935,FREMONT ST,42.27,-71.09,B3,Mattapan
2936,WARREN AVE,42.25,-71.12,E18,Hyde Park
2937,BROADLAWN PARK,42.3,-71.16,E5,West Roxbury
2938,LASELL ST,42.29,-71.17,E5,West Roxbury
2939,ROCKLAND ST,42.32,-71.09,B2,Roxbury
2940,FULTON ST,42.36,-71.05,A1,Downtown?
2941,WASHINGTON ST,42.32,-71.1,E13,Jamaica Plain
2942,WASHINGTON ST,42.28,-71.07,C11,Dorchester
2943,HAWTHORNE PL,42.36,-71.07,A1,Downtown?
2944,SELWYN ST,42.29,-71.13,E5,West Roxbury
2945,PARMENTER ST,42.36,-71.05,A1,Downtown?
2946,MAPLE ST,42.31,-71.09,B2,Roxbury
2947,ISLAND ST,42.33,-71.07,B2,Roxbury
2948,NORTHAMPTON ST,42.33,-71.08,D4,South End
2949,EXCHANGE PL,42.36,-71.06,A1,Downtown?
2950,W CONCORD ST,42.34,-71.08,D4,South End
2951,HEREFORD ST,42.35,-71.09,D4,South End
2952,CONDOR ST,42.38,-71.04,A7,East Boston
2953,WASHINGTON ST,42.27,-71.15,E5,West Roxbury
2954,CAMBRIDGE ST,42.36,-71.06,A1,Downtown?
2955,ELMIRA ST,42.35,-71.15,D14,Brighton
2956,MASSACHUSETTS AVE,42.34,-71.08,D4,South End
2957,BLUE HILL AVE,42.28,-71.09,B3,Mattapan
2958,WASHINGTON ST,42.29,-71.13,E5,West Roxbury
2959,HARVARD AVE,42.35,-71.13,D14,Brighton
2960,COLUMBIA RD,42.31,-71.08,C11,Dorchester
2961,LONGWOOD AVE,42.34,-71.11,B2,Roxbury
2962,GREEN ST,42.31,-71.11,E13,Jamaica Plain
2963,PAISLEY PARK,42.3,-71.06,C11,Dorchester
2964,BEETHOVEN ST,42.32,-71.1,E13,Jamaica Plain
2965,MERIDIAN ST,42.38,-71.04,A7,East Boston
2966,ADAMS ST,42.29,-71.06,C11,Dorchester
2967,MAGNOLIA ST,42.31,-71.07,B2,Roxbury
2968,,42.33,-71.08,,
2969,FERNALD TER,42.31,-71.07,C11,Dorchester
2970,WASHINGTON ST,42.29,-71.12,E5,West Roxbury
2971,N HARVARD ST,42.36,-71.13,D14,Brighton
2972,BRAINTREE ST,,,D14,Brighton
2973,ATLANTIC AVE,42.36,-71.05,A1,Downtown?
2974,MOUNT PLEASANT AVE,42.33,-71.08,B2,Roxbury
2975,COLUMBIA RD,42.32,-71.06,C11,Dorchester
2976,BEACHAM ST,42.39,-71.08,A15,Charlestown
2977,CARLFORD RD,42.29,-71.12,E13,Jamaica Plain
2978,WESTMINSTER ST,42.26,-71.11,E18,Hyde Park
2979,TORREY ST,42.29,-71.07,B3,Mattapan
2980,ATLANTIC AVE,42.36,-71.05,A1,Downtown?
2981,METROPOLITAN AVE,42.27,-71.12,E18,Hyde Park
2982,LEDGEMERE RD,42.34,-71.15,D14,Brighton
2983,WALES ST,42.3,-71.09,B3,Mattapan
2984,BUNKER HILL ST,42.38,-71.07,A15,Charlestown
2985,WORDSWORTH ST,42.38,-71.02,A7,East Boston
2986,RIVER ST,42.24,-71.14,E18,Hyde Park
2987,COLONIAL AVE,42.29,-71.08,B3,Mattapan
2988,,42.34,-71.06,C6,South Boston
2989,REXFORD ST,42.27,-71.1,B3,Mattapan
2990,CUSTER ST,42.31,-71.12,E13,Jamaica Plain
2991,BOSTON ST,42.33,-71.06,C6,South Boston
2992,LAKE ST,42.35,-71.16,D14,Brighton
2993,W BROADWAY,42.34,-71.05,C6,South Boston
2994,WILDWOOD ST,42.28,-71.09,B3,Mattapan
2995,CAMBRIDGE,-1,-1,,
2996,HOWE ST,42.31,-71.06,C11,Dorchester
2997,BEECH ST,42.28,-71.14,E5,West Roxbury
2998,WELLINGTON HILL ST,42.28,-71.09,B3,Mattapan
2999,BARTLETT ST,42.38,-71.06,A15,Charlestown
3000,HOFFMAN ST,42.32,-71.1,E13,Jamaica Plain
3001,BERKELEY ST,42.35,-71.07,A1,Downtown?
3002,,,,D14,Brighton
3003,NORTHAMPTON ST,42.34,-71.08,D4,South End
3004,NEPONSET VALLEY PKWY,42.24,-71.13,E18,Hyde Park
3005,KINGSTON ST,42.35,-71.06,A1,Downtown?
3006,WOODWORTH ST,42.29,-71.04,C11,Dorchester
3007,PERKINS ST,42.32,-71.12,E13,Jamaica Plain
3008,G ST,42.34,-71.04,C6,South Boston
3009,BOTHWELL RD,42.35,-71.16,D14,Brighton
3010,ADAMS ST,42.31,-71.06,C11,Dorchester
3011,BEACH ST,,,C11,Dorchester
3012,GLENDALE ST,42.31,-71.07,C11,Dorchester
3013,HIGH ST,42.36,-71.05,A1,Downtown?
3014,HOMES AVE,42.3,-71.07,C11,Dorchester
3015,GEORGE ST,42.32,-71.07,B2,Roxbury
3016,STANIFORD ST,42.36,-71.06,A1,Downtown?
3017,CENTRE ST,42.33,-71.1,B2,Roxbury
3018,A ST,42.34,-71.06,C6,South Boston
3019,AUSTIN ST,42.26,-71.13,E18,Hyde Park
3020,JOYCE KILMER RD,42.27,-71.17,E5,West Roxbury
3021,MARGINAL ST,42.37,-71.04,A7,East Boston
3022,DEERING RD,,,B3,Mattapan
3023,HYDE PARK AVE,42.26,-71.12,E18,Hyde Park
3024,CEDAR SQ,42.33,-71.09,B2,Roxbury
3025,RIVER ST,42.26,-71.12,E18,Hyde Park
3026,PARK ST,42.3,-71.05,C11,Dorchester
3027,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
3028,SUMMER ST,42.28,-71.16,E5,West Roxbury
3029,HENSHAW ST,42.35,-71.15,D14,Brighton
3030,ALBANY ST,42.34,-71.07,D4,South End
3031,HARRISON AVE,42.33,-71.08,B2,Roxbury
3032,BERKELEY ST,42.35,-71.07,D4,South End
3033,DORCHESTER ST,,,C6,South Boston
3034,F ST,42.34,-71.05,C6,South Boston
3035,,42.36,-71.07,,
3036,FLEET CENTER PL,42.37,-71.06,A1,Downtown?
3037,AMERICAN LEGION HWY,42.27,-71.12,E18,Hyde Park
3038,ADAMS ST,42.3,-71.06,C11,Dorchester
3039,THEODORE A GLYNN WAY,42.33,-71.07,C6,South Boston
3040,KILMARNOCK ST,42.34,-71.1,D4,South End
3041,TURTLE POND PKWY,42.25,-71.14,E18,Hyde Park
3042,ENDICOTT ST,42.37,-71.06,A1,Downtown?
3043,DACIA ST,42.31,-71.08,B2,Roxbury
3044,TREMONT ST,42.34,-71.08,D4,South End
3045,CHESTNUT AVE,42.32,-71.1,E13,Jamaica Plain
3046,TREMONT ST,42.35,-71.17,D14,Brighton
3047,ADAMS ST,42.3,-71.06,C11,Dorchester
3048,STUART ST,42.35,-71.07,D4,South End
3049,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
3050,PHIPPS ST,42.38,-71.07,A15,Charlestown
3051,E SECOND ST,42.34,-71.03,C6,South Boston
3052,BETHUNE WAY,42.33,-71.08,B2,Roxbury
3053,NEPONSET AVE,42.29,-71.12,E18,Hyde Park
3054,WOODBOLE AVE,42.28,-71.08,B3,Mattapan
3055,DUDLEY ST,42.33,-71.08,B2,Roxbury
3056,WOODROW AVE,42.29,-71.09,B3,Mattapan
3057,STANDARD ST,42.27,-71.08,B3,Mattapan
3058,MANSUR ST,42.27,-71.12,E18,Hyde Park
3059,BIRD ST,42.31,-71.07,B2,Roxbury
3060,OXFORD PL,42.35,-71.06,A1,Downtown?
3061,WESTERN AVE,42.36,-71.14,D14,Brighton
3062,CHARLES ST,42.25,-71.13,E18,Hyde Park
3063,TREMONT ST,42.35,-71.07,D4,South End
3064,WARREN ST,,,B2,Roxbury
3065,CENTRE ST,42.32,-71.1,E13,Jamaica Plain
3066,SARATOGA ST,42.38,-71.03,A7,East Boston
3067,FREEPORT ST,42.29,-71.05,C11,Dorchester
3068,AUSTIN ST,42.38,-71.06,A15,Charlestown
3069,ZEIGLER ST,42.33,-71.08,B2,Roxbury
3070,REV RICHARD A BURKE ST,42.33,-71.05,C6,South Boston
3071,SOUTHAMPTON ST,42.33,-71.07,C6,South Boston
3072,LITHGOW ST,42.29,-71.07,C11,Dorchester
3073,COMMONWEALTH AVE,42.34,-71.14,D14,Brighton
3074,COLBY RD,42.29,-71.14,E5,West Roxbury
3075,CALEDONIAN AVE,42.27,-71.17,E5,West Roxbury
3076,E FIRST ST,42.34,-71.04,C6,South Boston
3077,W TREMLETT ST,42.29,-71.07,B3,Mattapan
3078,MELVILLE AVE,42.3,-71.06,C11,Dorchester
3079,SUTHERLAND RD,42.34,-71.15,D14,Brighton
3080,W BROADWAY,42.34,-71.06,C6,South Boston
3081,LINCOLN ST,42.35,-71.06,A1,Downtown?
3082,MCDONOUGH CT,42.24,-71.13,E18,Hyde Park
3083,ELLIS ST,42.32,-71.09,B2,Roxbury
3084,EXETER ST,42.35,-71.08,D4,South End
3085,TREMONT ST,42.35,-71.17,D14,Brighton
3086,DOWNER AVE,42.31,-71.06,C11,Dorchester
3087,WILLIAMS AVE,42.25,-71.12,E18,Hyde Park
3088,SAVIN HILL AVE,42.31,-71.06,C11,Dorchester
3089,RIVERWAY,42.34,-71.1,B2,Roxbury
3090,WAIT ST,42.33,-71.11,B2,Roxbury
3091,LINWOOD SQ,42.33,-71.09,B2,Roxbury
3092,TREMONT ST,42.34,-71.08,D4,South End
3093,WALNUT AVE,42.31,-71.1,E13,Jamaica Plain
3094,GREEN ST,42.31,-71.11,E13,Jamaica Plain
3095,TERRACE ST,42.33,-71.1,B2,Roxbury
3096,NORTHERN AVE,42.35,-71.04,C6,South Boston
3097,DRAPER ST,42.31,-71.07,C11,Dorchester
3098,STUART ST,42.35,-71.07,A1,Downtown?
3099,MERIDIAN ST,42.37,-71.04,A7,East Boston
3100,W ROXBURY PKWY,,,E5,West Roxbury
3101,COPELAND ST,,,B2,Roxbury
3102,BOWDOIN ST,42.3,-71.07,C11,Dorchester
3103,LINDEN ST,42.35,-71.13,D14,Brighton
3104,EXETER ST,42.35,-71.08,D4,South End
3105,WASHINGTON ST,42.35,-71.17,D14,Brighton
3106,COTTAGE ST,42.37,-71.04,A7,East Boston
3107,CRISPUS ATTUCKS PL,42.32,-71.09,B2,Roxbury
3108,FLAHERTY WAY,42.34,-71.06,C6,South Boston
3109,AMERICAN LEGION HWY,42.29,-71.09,B2,Roxbury
3110,MASSACHUSETTS AVE,42.34,-71.08,D4,South End
3111,CLIFTON ST,42.32,-71.07,B2,Roxbury
3112,KNEELAND ST,42.35,-71.06,A1,Downtown?
3113,PARKER ST,42.33,-71.1,B2,Roxbury
3114,WESTVIEW ST,,,B3,Mattapan
3115,HUNTINGTON AVE,42.33,-71.11,B2,Roxbury
3116,RICHFIELD ST,42.31,-71.07,C11,Dorchester
3117,TALBOT AVE,42.29,-71.08,B3,Mattapan
3118,SAINT JAMES ST,,,B2,Roxbury
3119,HIGH ST,42.36,-71.05,A1,Downtown?
3120,LOTHROP ST,42.36,-71.15,D14,Brighton
3121,SUMNER ST,42.32,-71.06,C11,Dorchester
3122,MASSACHUSETTS AVE,42.34,-71.08,D4,South End
3123,MASSACHUSETTS AVE,42.33,-71.07,C6,South Boston
3124,WESTLAND AVE,42.34,-71.09,D4,South End
3125,GARDNER ST,42.28,-71.18,E5,West Roxbury
3126,DANA AVE,,,E18,Hyde Park
3127,HUNTINGTON AVE,42.33,-71.11,B2,Roxbury
3128,SHAWMUT AVE,42.33,-71.08,B2,Roxbury
3129,DORCHESTER AVE,42.28,-71.07,C11,Dorchester
3130,POMPEII ST,42.33,-71.07,B2,Roxbury
3131,WALNUT AVE,42.31,-71.1,B2,Roxbury
3132,CENTRE ST,42.29,-71.06,C11,Dorchester
3133,WATER ST,42.36,-71.06,A1,Downtown?
3134,WARREN ST,42.32,-71.08,B2,Roxbury
3135,RIVER ST,42.26,-71.11,E18,Hyde Park
3136,DEWITT DR,42.33,-71.08,B2,Roxbury
3137,BEACON ST,42.36,-71.07,D4,South End
3138,HARVARD ST,42.3,-71.08,B3,Mattapan
3139,E ST,42.34,-71.05,C6,South Boston
3140,W SELDEN ST,42.28,-71.08,B3,Mattapan
3141,ARLINGTON ST,42.26,-71.12,E18,Hyde Park
3142,FRANKLIN ST,42.36,-71.13,D14,Brighton
3143,MAYWOOD ST,42.32,-71.08,B2,Roxbury
3144,HUNTINGTON AVE,42.33,-71.11,B2,Roxbury
3145,COMMONWEALTH AVE,42.35,-71.13,D14,Brighton
3146,CHELSEA ST,42.38,-71.06,A15,Charlestown
3147,MALCOLM X BLVD,42.33,-71.09,B2,Roxbury
3148,BUTLER ST,42.27,-71.06,C11,Dorchester
3149,ARBORCREST TER,42.27,-71.09,B3,Mattapan
3150,D ST,42.34,-71.05,C6,South Boston
3151,LEEDSVILLE ST,42.3,-71.06,C11,Dorchester
3152,MALLARD AVE,42.29,-71.08,B3,Mattapan
3153,MILK ST,42.36,-71.05,A1,Downtown?
3154,RANDOLPH ST,42.34,-71.06,D4,South End
3155,RUSKINDALE RD,42.27,-71.11,E18,Hyde Park
3156,BEACON ST,42.36,-71.07,A1,Downtown?
3157,ALLANDALE ST,42.3,-71.14,E13,Jamaica Plain
3158,WASHINGTON ST,42.31,-71.08,B2,Roxbury
3159,TOPALIAN ST,42.27,-71.1,E18,Hyde Park
3160,RIDLON RD,42.27,-71.11,E18,Hyde Park
3161,COMMONWEALTH AVE,42.34,-71.14,D14,Brighton
3162,CUMMINS HWY,42.28,-71.12,E5,West Roxbury
3163,ELMHURST ST,42.29,-71.08,B3,Mattapan
3164,TEMPLE ST,42.27,-71.07,B3,Mattapan
3165,QUINT AVE,42.35,-71.13,D14,Brighton
3166,COOPER ST,42.36,-71.06,A1,Downtown?
3167,FREEPORT ST,42.3,-71.06,C11,Dorchester
3168,WELLSMERE TER,42.28,-71.13,E5,West Roxbury
3169,KEMBLE ST,42.33,-71.07,B2,Roxbury
3170,RADCLIFFE ST,42.3,-71.08,B3,Mattapan
3171,CHARLES ST,42.36,-71.07,A1,Downtown?
3172,LONGFELLOW ST,42.3,-71.07,C11,Dorchester
3173,RUTLAND,-1,-1,,
3174,HARRISON AVE,42.34,-71.07,D4,South End
3175,CORNELL ST,42.28,-71.14,E5,West Roxbury
3176,PRINCETON ST,42.38,-71.03,A7,East Boston
3177,ASHBURTON PL,42.36,-71.06,A1,Downtown?
3178,E FOURTH ST,42.33,-71.03,C6,South Boston
3179,E SECOND ST,42.34,-71.03,C6,South Boston
3180,BOWDITCH RD,42.31,-71.13,E13,Jamaica Plain
3181,MAGNOLIA ST,42.32,-71.07,B2,Roxbury
3182,SUTTON ST,42.28,-71.09,B3,Mattapan
3183,WALLINGFORD RD,42.34,-71.15,D14,Brighton
3184,NORFOLK ST,42.29,-71.08,B3,Mattapan
3185,ANTHONY RIP VALENTI WAY,42.36,-71.06,A1,Downtown?
3186,WESTVIEW ST,42.29,-71.08,B3,Mattapan
3187,OAKTON AVE,42.29,-71.05,C11,Dorchester
3188,HANOVER ST,42.36,-71.05,A1,Downtown?
3189,CHILD ST,42.25,-71.13,E18,Hyde Park
3190,HIGH ST,42.36,-71.05,A1,Downtown?
3191,HOWARD AVE,42.31,-71.08,B2,Roxbury
3192,HARTFORD ST,42.32,-71.07,B2,Roxbury
3193,AUCKLAND ST,42.32,-71.06,C11,Dorchester
3194,BORDER ST,42.37,-71.04,A7,East Boston
3195,FORBES ST,42.32,-71.11,E13,Jamaica Plain
3196,CENTRE ST,42.28,-71.16,E5,West Roxbury
3197,EMERSON ST,42.34,-71.04,C6,South Boston
3198,DORCHESTER ST,42.33,-71.05,C6,South Boston
3199,SUNNYSIDE ST,42.25,-71.13,E18,Hyde Park
3200,MOUNT VERNON ST,42.32,-71.06,C6,South Boston
3201,SEA VIEW TER,42.31,-71.05,C11,Dorchester
3202,BOWDOIN SQ,42.36,-71.06,A1,Downtown?
3203,HYDE PARK AVE,42.26,-71.12,E18,Hyde Park
3204,HILLSIDE ST,42.33,-71.11,B2,Roxbury
3205,KILMARNOCK ST,42.34,-71.1,D4,South End
3206,ADAMS ST,42.29,-71.06,C11,Dorchester
3207,BOYLSTON ST,42.32,-71.11,E13,Jamaica Plain
3208,E FIFTH ST,42.33,-71.03,C6,South Boston
3209,PIERCE ST,42.26,-71.12,E18,Hyde Park
3210,BRENTWOOD ST,42.36,-71.13,D14,Brighton
3211,DORCHESTER AVE,42.29,-71.06,C11,Dorchester
3212,MASSACHUSETTS AVE,42.34,-71.08,D4,South End
3213,SALEM ST,42.36,-71.06,A1,Downtown?
3214,W BROOKLINE ST,42.34,-71.08,D4,South End
3215,RIVER ST,42.26,-71.12,E18,Hyde Park
3216,FAYETTE ST,42.35,-71.07,A1,Downtown?
3217,DORCHESTER ST,42.33,-71.05,C6,South Boston
3218,NORTHDALE RD,42.27,-71.17,E5,West Roxbury
3219,WALTHAM ST,42.34,-71.07,D4,South End
3220,FARADAY ST,42.24,-71.12,E18,Hyde Park
3221,SAVIN HILL AVE,42.31,-71.05,C11,Dorchester
3222,MOUNT PLEASANT AVE,42.33,-71.08,B2,Roxbury
3223,THORNTON ST,42.33,-71.09,B2,Roxbury
3224,COREY RD,,,D14,Brighton
3225,OAKRIDGE ST,42.28,-71.07,B3,Mattapan
3226,WHITTEN ST,42.29,-71.06,C11,Dorchester
3227,COLUMBUS AVE,42.35,-71.07,D4,South End
3228,F ST,42.34,-71.05,C6,South Boston
3229,MOUNT HOOD RD,42.34,-71.14,D14,Brighton
3230,CAMERON ST,42.31,-71.06,C11,Dorchester
3231,N CHARLAME CT,42.32,-71.08,B2,Roxbury
3232,MELVILLE AVE,42.29,-71.07,C11,Dorchester
3233,MILLET ST,42.29,-71.08,B3,Mattapan
3234,BAKER ST,42.27,-71.17,E5,West Roxbury
3235,BACK ST,,,A7,East Boston
3236,HORADAN WAY,42.33,-71.1,B2,Roxbury
3237,CHARLES ST S,42.35,-71.07,A1,Downtown?
3238,OSCEOLA ST,42.26,-71.1,E18,Hyde Park
3239,BEACON ST,42.36,-71.07,A1,Downtown?
3240,BYNNER ST,42.32,-71.11,E13,Jamaica Plain
3241,WESTMINSTER ST,42.26,-71.12,E18,Hyde Park
3242,FOREST HILLS ST,42.31,-71.1,E13,Jamaica Plain
3243,METCALF CT,,,E13,Jamaica Plain
3244,WASHINGTON ST,42.32,-71.09,B2,Roxbury
3245,NORFOLK ST,42.29,-71.08,B3,Mattapan
3246,HICHBORN ST,42.36,-71.14,D14,Brighton
3247,VAN BRUNT ST,42.24,-71.12,E18,Hyde Park
3248,THELMA RD,42.29,-71.05,C11,Dorchester
3249,ATHELWOLD ST,42.3,-71.08,B3,Mattapan
3250,FRAZER ST,42.26,-71.11,E18,Hyde Park
3251,APPLETON ST,42.35,-71.07,D4,South End
3252,COLUMBIA RD,42.32,-71.06,B2,Roxbury
3253,COMMERCIAL ST,42.36,-71.05,A1,Downtown?
3254,RIVER,42.33,-71.11,,
3255,BLACK FALCON AVE,42.34,-71.03,C6,South Boston
3256,BATEMAN ST,42.27,-71.13,E18,Hyde Park
3257,HUNTINGTON AVE,42.34,-71.09,D4,South End
3258,THIRD AVE,42.38,-71.05,A15,Charlestown
3259,,42.3,-71.06,C11,Dorchester
3260,MOSS HILL RD,42.31,-71.13,E13,Jamaica Plain
3261,HARDING RD,42.28,-71.12,E18,Hyde Park
3262,WASHINGTON ST,42.28,-71.13,E5,West Roxbury
3263,AVERY ST,42.35,-71.06,A1,Downtown?
3264,BLAKE ST,42.27,-71.11,E18,Hyde Park
3265,FRONTAGE RD,42.34,-71.06,C6,South Boston
3266,HILLSIDE ST,42.33,-71.1,B2,Roxbury
3267,DEFOREST ST,42.27,-71.13,E18,Hyde Park
3268,EUSTIS ST,42.33,-71.07,B2,Roxbury
3269,ADAMS ST,42.3,-71.06,C11,Dorchester
3270,HANCOCK ST,42.31,-71.07,C11,Dorchester
3271,ATHERTON ST,,,E13,Jamaica Plain
3272,MARGARETTA DR,42.26,-71.15,E5,West Roxbury
3273,TRULL ST,42.31,-71.07,C11,Dorchester
3274,HARVARD AVE,42.35,-71.13,D14,Brighton
3275,SAINT JAMES AVE,42.35,-71.07,D4,South End
3276,CAMBRIDGE ST,42.36,-71.07,A1,Downtown?
3277,FORT AVE,42.33,-71.1,B2,Roxbury
3278,GAINSBOROUGH ST,,,D4,South End
3279,SOLDIERS FIELD RD,42.36,-71.15,D14,Brighton
3280,WASHINGTON ST,42.34,-71.07,D4,South End
3281,NEPONSET AVE,42.29,-71.05,C11,Dorchester
3282,MARION,-1,-1,,
3283,SIGOURNEY ST,42.31,-71.1,E13,Jamaica Plain
3284,LATTIMORE CT,42.34,-71.08,D4,South End
3285,COMMONWEALTH AVE,42.35,-71.14,D14,Brighton
3286,SOUTH ST,42.3,-71.11,E13,Jamaica Plain
3287,WOODRUFF WAY,42.28,-71.08,B3,Mattapan
3288,CHURCH ST,42.31,-71.06,C11,Dorchester
3289,DORCHESTER AVE,42.3,-71.06,C11,Dorchester
3290,NAY ST,42.38,-71.04,A7,East Boston
3291,GARFIELD AVE,42.24,-71.12,E18,Hyde Park
3292,WESTERN AVE,42.36,-71.13,D14,Brighton
3293,HIGHLAND ST,42.32,-71.1,B2,Roxbury
3294,CONGRESS ST,42.35,-71.05,C6,South Boston
